directory_id,org_name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,phone,website,email,coverage_area,hours,services,source_name,source_url,last_checked_date
DIR_88f45efa20,UTILISATRICES DE DROGUES,Medical,Medical,"1555 René-Lévesque Boulevard East, Ville-Marie, Montréal, QC, H2L 4L2",45.50108,-73.568126,1,approximate,514 904-1241,aqpsud.org,info@aqpsud.org,"Province of Québec, gathering for the International Overdose Awareness Day: Émilie-Gamelin Park","Monday to Thursday 10h00 to 17h00, International Overdose Awareness Day: 31 August","* Raising awareness about the means to improve the living conditions of people who use drugs to the public, community groups and institutions in a perspective of mischiefs reduction.* Training workshops and creation of tools for drug users and for health promotion and sexually transmitted and blood-borne infections (STBBIs) prevention partners.* L'Injecteur: newspaper published By and For drug users in Quebec.* Responsible for the ADDICQ (Association pour la défense des personnes qui consomment des drogues au Québec).* Naloxone kits distribution.* Interventions in festive environments.* Distribution of fentanyl test strips.* Gathering for the International Day for Drug Overdose Awareness.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_d273970c3c,VANIER COLLEGE,Disability,Disability; Education & Literacy; Indigenous,"821 Sainte-Croix Avenue, Saint-Laurent, Montréal, QC, H4L 3X9",45.51465,-73.674643,1,exact,1 855 744-7500,www.vaniercollege.qc.ca,info@vaniercollege.qc.ca,Province of Québec,,"An English-language public college.* Information, support and resources for students: click here* Pre-university, career (DEC) and Attestation of College Studies programs (AEC).* Ongoing education program.* Language school: French, English, Spanish, Japanese, Italian, Mandarin, Ukrainian, Arabic and American Sign Language.* Other service point for the language school: Parc Extension Campus.* A'nó:wara Indigenous Student Centre: gathering place forvFirst Nations, Métis and Inuit students from all over Turtle Island.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_b7b1f5dbce,VENT OVER TEA,Community & Advocacy,Community & Advocacy,Confidential Address,,,0,,,ventovertea.com,info@ventovertea.com,"in-person services: island of Montréal and Sherbrooke, video and phone sessions: Canada",variable,"Active listening service with trained volunteers.* Listening in person, by phone or by video call.* Volunteer opportunities.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_57084d6ca6,VERDUN - BOROUGH,Shelter,Shelter; Government Services,"4555 Verdun Street, Verdun, Montréal, QC, H4G 1M4",45.459015,-73.573281,1,exact,,montreal.ca/en/verdun,verdun@montreal.ca,Verdun,"Monday to Thursday 8h30 to 12h00 and 13h00 to 17h00, Friday 8h30 to 12h30","Points of service* Accès Montréal Office offering information on services and activities: montreal.ca/en/places/acces-montreal-office-verdu* Permit counter: montreal.ca/en/places/permit-counter- verdunInformation* Info-collectes: montreal.ca/info-collectes * INFO-travaux for location of infrastructure work: montreal.ca/en/services/obstructions-and-construction-info * Consultation of public notices.Services* Online services: montreal.ca/en/articles/use-our-online-services-4775* Storage after an eviction: montreal.ca/en/how- to/recover-belongings-storage-after-eviction?arrondissement=VRD * Accès Montréal card.* Cat and dog licenses.* Parking licenses.* Administration of oath.* Property assessment.* Information and payment of municipal taxes.* Ticket information and payment.* Municipal service intervention requests.* Low-cost housing application.* Removal of dead animals found on private or public property.* Subsidy for the use of sustainable menstrual products: reimbursement following the purchase of sustainable hygiene products (menstrual cups, washable sanitary pants and washable sanitary pads).",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0dd56b987e,VERDUN CITIZENS' ACTION COMMITTEE,Shelter,Shelter; Legal,"3972 de Verdun Street, Verdun, Montréal, QC, H4G 1K9",45.459099,-73.573171,1,approximate,514 769-2228,cacv-verdun.org/en,,Verdun and Nun's Island,by appointment only,"Helping tenants understand their rights and options.* Expertise in the fields of housing and urban planning: individual or group counselling, referral towards concerned resources, telephone consultation services, information meetings.* Popular education workshops.* Coffee-meetings.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_67a5a1c8f1,VERS L'ÉQUILIBRE,Other,Other,"4217 Ontario Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1V 1K2",45.551738,-73.54053,1,approximate,514 251-1200,www.verslequilibre.ca,accueil@verslequilibre.ca,Montréal Island,"Monday to Thursday 9h00 to 12h00 and 13h00 to 16h30, Friday 9h00 to 12h00 and 13h00 to 16h00",* Reception and referral.* Group personal and relational development.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8f69616f90,VERS VOUS - CENTRE DE SERVICES BÉNÉVOLES AUX AÎNÉS DE VILLERAY,Seniors,Seniors; Community & Advocacy,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_be8efc1a5d,VERS VOUS - COMMUNITY CENTER FOR ELDERLY OF VILLERAY,Seniors,Food; Medical; Seniors; Community & Advocacy,"8042 Saint-Hubert Street, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2R 2P3",45.537104,-73.625126,1,approximate,514 277-2469,www.versvous.org,aines@versvous.org,"Villeray: H2P, H2E and H2R postal codes","Monday to Friday 9h00 to 16h00, holiday schedule: closed from December 23 to January 6","* Volunteer transportation and accompaniment to medical appointments, including vaccination.* Transport for socialization in the Villeray neighbourhood: grocery store, bank, training, visits to relatives, etc.* Accompaniment to errands (without a car).* Friendly visits.* Friendly calls and birthday calls.* Small works.* Help with forms.* Information, referral and resources.* Conferences and workshops.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_db2cccb472,VERSUS,Education & Literacy,Education & Literacy,"4563 de l'Esplanade Avenue, Le Plateau-Mont-Royal, Montréal, QC, H2T 2Y6",45.518904,-73.589215,1,exact,,www.wedosomething.org,hello@wedosomething.org,Canada,,"Training on collaboration and communication between teams, schools, and citizens.* Training courses: practical emotional intelligence and dialogue gym.* Workshops: critical thinking and digital well-being.* Conversation club.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_76fd758932,VERTCITÉ,Food,Food; Education & Literacy; Community & Advocacy,"685 Décarie Boulevard, Suite 100, Saint-Laurent, Montréal, QC, H4L 5G4",45.510484,-73.676136,1,exact,514 744-8333,www.vertcite.ca/en,info@vertcite.ca,"Saint-Laurent, Pierrefonds-Roxboro","Tuesday and Wednesday 12h00 to 18h00, Thursday and Friday 12h00 to 19h00, Saturday 12h00 to 16h00","Citizens' environmental projects and services.* Éco-quartier Saint-Laurent-Pierrefonds-Roxboro: environmental education and awareness, tips, advice and accompaniment through sustainable development projects, information about waste management, greening and embellishment, etc.* Green-shop: sale of green, organic and ethic products.* Urban farming: creation of gardens and gardening classes.* Management of public pianos in the district.* Workshops, conferences, educational outings, etc.* Holidays grocery store.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_441431bf11,VETERANS AFFAIRS CANADA,Other,Other,"305 René Lévesque Boulevard West, Suite 101, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2A 1X1",45.503182,-73.569806,1,approximate,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_da2ad31c9c,VIA RAIL CANADA,Other,Other,Confidential Address,,,0,,1 888 842-7245,www.viarail.ca/en,,Canada,customer service: Monday to Sunday 8h00 to 21h00,"National rail organization.* Intercity, cross-Canada and remote communities services.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_d520a740a2,VICTIMES DE VIOLENCE CONJUGALE,Domestic Violence & Safety,Shelter; Legal; Domestic Violence & Safety,"6070 Sherbrooke Street East, Suite 205, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 1C1",45.517361,-73.567253,1,approximate,1 800-363-9010,www.alliancemh2.org,info@alliancemh2.org,Province of Québec,,Grouping of second-stage shelters specializing in post-separation domestic violence through safe transitional housing.* Directory of second-stage housing: www.alliancemh2.org/maisons- membres/emplacements * Publications and resources.* Post-separation domestic violence awareness: www.violence-postseparation.ca/en* Representation and advocacy.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_e20b2fd2d3,VIDÉOGRAPHE,Other,Other,"4550 Garnier Street, Le Plateau-Mont-Royal, Montréal, QC, H2J 3S7",45.521836,-73.582173,1,approximate,514 521-2116,www.videographe.org/en,info@videographe.org,Province of Québec,Monday to Friday 9h00 to 17h00,Artists centre.* Technical and material support related to video production and training.* Video equipment rental.* Creation support.* Distribution and broadcasting.* Development.* Vithèque: video broadcasting platform.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1b5f32c52c,VILLA BEAUREPAIRE,Shelter,Shelter; Food; Seniors,"23 Fieldfare Avenue, Beaconsfield, Montréal, QC, H9W 4W4",45.418785,-73.88055,1,exact,514 697-0123,www.villabeaurepaire.com,info@villabeaurepaire.com,Montréal Island,Monday to Friday 9h00 to 17h00,"Housing for seniors with services.* 7 meals a week.* Electricity, heating and cable included.* Social activities.* Maintenance.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0090645af7,VILLA EXPRÈS POUR TOI,Shelter,Shelter; Food,,,,0,,,,ca.vept.4655@gmail.com,Montréal Island,,Affordable housing with community support.* Weekly socio-community activities.* Food assistance for residents.* Christmas baskets for members.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_1be671a701,VILLA RAIMBAULT,Seniors,Seniors,"12430 de la Miséricorde Avenue, Ahuntsic-Cartierville, Montréal, QC, H4J 2G2",45.534642,-73.720492,1,exact,514 303-3841,www.villaraimbault.com,villaraimbault@videotron.ca,Montréal Island,Monday to Thursday 9h00 to 16h30,Subsidized apartments for autonomous and semi-autonomous seniors.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0c28127eb1,VILLE EN VERT,Food,Food; Medical; Education & Literacy,"10416 Lajeunesse Street, Ahuntsic-Cartierville, Montréal, QC, H3L 2G9",45.541862,-73.680319,1,approximate,514 447-6226,villeenvert.ca,direction@villeenvert.ca 467,"Ahuntsic-Cartierville, Villeray-Saint-Michel-Parc-Extension, Montréal-Nord","Tuesday to Friday 10h00 to 18h00, Saturday 10h00 to 17h00","Awareness, information and citizen committees about various ecological aspects of the community.* Actions and promotion of the 3RVE: reduction at source, reusing, recycling and recovery.* Cleaning and embellishment.* Promotion of environmental citizen action.* Outil-o-thèque: library of objects that can be borrowed free of charge.* Cultures solidaires: market gardens selling vegetables grown locally without chemical inputs.* L'Escale verte - ecological and responsible shop: social economy enterprise offering ecological and in bulk products.* Greening and landscaping projects.* Green alleys development.* Healthy eating, biodiversity, urban farming and waste management workshops.* Community gardens management.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_025fbba7ba,VILLE EN VERT - POINT OF SERVICE GRENET,Food,Food; Medical; Education & Literacy,"12225 Grenet Street, Ahuntsic-Cartierville, Montréal, QC, H4J 2N7",45.530063,-73.715777,1,approximate,514 447-6226,villeenvert.ca,info@villeenvert.ca,Ahuntsic-Cartierville,"Tuesday to Friday 11h00 to 18h30, Saturday 10h00 to 17h00","Awareness, information and citizen committees about various ecological aspects of the community.* Actions and promotion of the 3RVE: reduction at source, reusing, recycling and recovery.* Cleaning and embellishment.* Promotion of environmental citizen action.* Outil-o-thèque: library of objects that can be borrowed free of charge.* Cultures solidaires: market gardens selling vegetables grown locally without chemical inputs.* L'Escale verte - ecological and responsible shop: social economy enterprise offering ecological and in bulk products.* Greening and landscaping projects.* Green alleys development.* Healthy eating, biodiversity, urban farming and waste management workshops.* Community gardens management.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_22ff4228b8,VILLE-MARIE - BOROUGH,Shelter,Shelter; Government Services,"800 De Maisonneuve Boulevard East, Ville-Marie, Montréal, QC, H2L 4L8",45.516163,-73.559962,1,exact,,ville.montreal.qc.ca/villemarie,ville-marie@montreal.ca,Ville-Marie,"Monday to Friday 8h30 à 16h30, except Wednesday 10h30 to 16h00","Points of service* Accès Montréal Office offering information on services and activities: montreal.ca/en/places/acces-montreal-office-ville-marie* Permit counter: montreal.ca/en/places/permit-counter- ville-marieInformation* Info-collectes: montreal.ca/info-collectes * INFO-travaux for location of infrastructure work: montreal.ca/en/services/obstructions-and-construction-info * Consultation of public notices.Services* Online services: montreal.ca/en/articles/use-our-online-services-4775* Storage following an eviction: montreal.ca/en/how-to/recover-belongings-storage-after-eviction?arrondissement=VM * Accès Montréal card subscription.* Issuance of identity and residence cards for people with no or precarious status.* Cat and dog licences.* Parking licenses.* Administration of oath.* Property assessment.* Information and payment of municipal taxes.* Ticket information and payment.* Municipal service intervention requests.* Low-cost housing application.* Free snow removal service for people with reduced mobility.* Application of housing sanitation regulation.* Removal of dead animals found on private or public property.* Subsidy for the use of sustainable menstrual products: reimbursement following the purchase of sustainable hygiene products (menstrual cups, washable sanitary pants, washable sanitary pads and washable inserts).",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
